id,price
188533,16847.93
188534,77131.69
188535,56565.28
188536,30835.67
188537,29176.22
188538,17221.86
188539,11705.26
188540,48053.84
188541,78792.05
188542,30324.15
188543,24826.55
188544,11037.94
188545,48287.8
188546,114448.71
188547,16339.09
188548,122145.22
188549,21055.65
188550,10640.38
188551,88116.88
188552,59788.23
188553,67690.52
188554,20810.48
188555,43539.55
188556,18879.48
188557,21467.05
188558,89656.84
188559,29632.23
188560,13666.84
188561,79019.66
188562,26479.1
188563,94646.53
188564,55546.09
188565,46885.35
188566,30593.68
188567,14423.69
188568,48605.75
188569,25321.34
188570,16722.31
188571,36260.23
188572,102676.81
188573,23244.11
188574,34390.25
188575,43211.51
188576,33670.63
188577,12208.18
188578,33850.07
188579,48358.38
188580,42742.52
188581,95990.81
188582,26192.4
188583,99532.87
188584,33492.06
188585,37682.4
188586,31551.97
188587,57527.53
188588,25270.93
188589,16172.88
188590,21696.22
188591,27978.04
188592,37457.5
188593,32379.09
188594,70282.42
188595,28019.01
188596,62363.2
188597,30044.93
188598,26651.73
188599,14699.93
188600,55804.73
188601,57659.0
188602,35116.85
188603,136966.03
188604,11149.14
188605,45475.22
188606,36313.47
188607,63233.42
188608,15781.03
188609,53790.76
188610,43743.3
188611,19961.69
188612,74356.98
188613,22358.5
188614,17760.03
188615,33007.55
188616,75318.37
188617,43436.11
188618,22999.57
188619,82523.61
188620,17191.47
188621,23880.01
188622,102452.67
188623,60749.41
188624,42800.2
188625,29460.95
188626,16679.09
188627,113716.61
188628,85973.49
188629,22840.72
188630,26581.21
188631,59791.9
188632,56770.68
188633,61391.07
188634,10255.6
188635,29179.95
188636,52914.08
188637,11026.58
188638,32653.6
188639,24932.92
188640,12014.15
188641,26091.05
188642,13636.6
188643,96578.1
188644,95335.9
188645,56136.36
188646,10894.28
188647,21067.96
188648,28953.02
188649,39787.19
188650,100707.01
188651,53179.57
188652,61091.56
188653,75876.52
188654,11980.8
188655,17369.37
188656,28616.95
188657,35925.98
188658,10749.46
188659,55917.12
188660,10994.49
188661,88709.97
188662,11090.22
188663,17233.97
188664,83413.51
188665,133510.95
188666,27851.06
188667,11250.33
188668,15778.83
188669,26243.32
188670,63463.7
188671,22529.92
188672,20603.84
188673,62688.38
188674,13778.57
188675,30321.09
188676,45117.57
188677,10191.37
188678,35033.54
188679,34281.65
188680,61000.71
188681,13542.21
188682,14221.56
188683,14514.16
188684,68683.86
188685,47700.6
188686,103184.16
188687,22079.1
188688,37334.79
188689,11807.68
188690,33868.6
188691,44362.3
188692,33416.61
188693,12038.13
188694,14598.24
188695,20195.98
188696,75337.98
188697,30447.91
188698,13511.69
188699,60048.33
188700,127562.93
188701,33015.98
188702,13280.59
188703,88533.65
188704,53630.07
188705,23860.22
188706,96420.16
188707,12537.21
188708,16750.84
188709,12801.95
188710,20960.08
188711,29632.23
188712,56382.38
188713,32481.61
188714,23194.99
188715,38614.11
188716,75736.42
188717,11179.31
188718,18901.9
188719,41218.6
188720,17022.49
188721,68839.59
188722,59066.69
188723,22576.91
188724,30188.06
188725,11593.91
188726,41341.61
188727,12285.19
188728,57502.54
188729,17643.36
188730,63178.01
188731,64674.25
188732,38125.16
188733,17896.03
188734,15181.12
188735,9114.89
188736,10892.8
188737,85669.85
188738,75826.26
188739,51830.3
188740,84559.75
188741,42696.65
188742,24407.19
188743,30317.56
188744,81822.99
188745,68595.11
188746,36254.19
188747,34872.41
188748,23700.93
188749,60802.27
188750,9635.71
188751,48102.45
188752,96733.07
188753,11363.9
188754,49165.05
188755,69050.62
188756,33031.25
188757,23748.44
188758,11596.57
188759,16361.01
188760,13071.49
188761,39233.48
188762,53009.26
188763,32675.43
188764,14236.59
188765,58812.27
188766,32524.23
188767,11362.51
188768,33224.61
188769,70298.02
188770,45212.46
188771,13494.71
188772,9576.79
188773,44137.74
188774,50558.28
188775,47067.79
188776,11911.79
188777,23834.78
188778,25139.49
188779,57328.19
188780,61641.46
188781,89958.54
188782,15973.46
188783,18366.02
188784,43998.68
188785,32514.32
188786,35715.86
188787,10145.14
188788,20152.2
188789,49600.28
188790,13225.46
188791,9569.29
188792,71266.66
188793,18349.24
188794,13697.5
