id,price
188533,17566.12
188534,90975.56
188535,58422.8
188536,35938.33
188537,29441.88
188538,18821.52
188539,12511.32
188540,50106.79
188541,88216.53
188542,30709.32
188543,31998.2
188544,12634.88
188545,51406.09
188546,118744.03
188547,17480.67
188548,125814.78
188549,22934.36
188550,11582.71
188551,97947.83
188552,61747.68
188553,68438.66
188554,23301.51
188555,44239.85
188556,20809.09
188557,24056.36
188558,94137.02
188559,33484.12
188560,14326.73
188561,80383.02
188562,27868.63
188563,96657.34
188564,61477.79
188565,51587.85
188566,33893.26
188567,15316.24
188568,51317.41
188569,29140.32
188570,17858.99
188571,38323.3
188572,107308.86
188573,23814.41
188574,34953.61
188575,44589.68
188576,33730.29
188577,13345.66
188578,34838.75
188579,50315.18
188580,44875.96
188581,97692.39
188582,27418.12
188583,104465.31
188584,35819.09
188585,38189.2
188586,33053.65
188587,60180.72
188588,25760.84
188589,17682.42
188590,25382.37
188591,29333.96
188592,37827.43
188593,38855.35
188594,70537.68
188595,30529.61
188596,78363.97
188597,31440.17
188598,27580.32
188599,15146.04
188600,58316.02
188601,58748.91
188602,36889.56
188603,149104.25
188604,12071.96
188605,47609.32
188606,37698.73
188607,68532.39
188608,17051.72
188609,54613.87
188610,44321.05
188611,22054.08
188612,76949.91
188613,23438.81
188614,19044.57
188615,33712.12
188616,83949.58
188617,48312.72
188618,23430.02
188619,85287.37
188620,19516.71
188621,24457.39
188622,104221.36
188623,63459.59
188624,44463.55
188625,32276.02
188626,17665.21
188627,119946.78
188628,88337.26
188629,24718.37
188630,33073.75
188631,64041.59
188632,56968.32
188633,67830.98
188634,11285.62
188635,32851.12
188636,56002.9
188637,12275.81
188638,34470.63
188639,25546.48
188640,12744.76
188641,27178.9
188642,14764.55
188643,101033.26
188644,97990.0
188645,56407.83
188646,12709.7
188647,21959.27
188648,30662.83
188649,42584.12
188650,104496.98
188651,53631.77
188652,62829.75
188653,82047.4
188654,14066.55
188655,17778.98
188656,29833.45
188657,37870.44
188658,11509.41
188659,62715.19
188660,12259.27
188661,90442.51
188662,11890.87
188663,17412.21
188664,87750.09
188665,146127.78
188666,28894.59
188667,11888.52
188668,16416.32
188669,29441.36
188670,65171.43
188671,23074.75
188672,21369.13
188673,66461.8
188674,14725.04
188675,31985.3
188676,46509.04
188677,11257.11
188678,36748.18
188679,36603.93
188680,66335.0
188681,15290.11
188682,14546.91
188683,18148.39
188684,71075.48
188685,49350.19
188686,107374.16
188687,23547.96
188688,39174.76
188689,12628.76
188690,35646.75
188691,52641.3
188692,34772.73
188693,13613.28
188694,15575.77
188695,21639.67
188696,79923.02
188697,32911.68
188698,14712.87
188699,62027.64
188700,134094.48
188701,34936.71
188702,14758.3
188703,94251.28
188704,55335.36
188705,25541.35
188706,103477.21
188707,13697.35
188708,17756.17
188709,13455.58
188710,23101.44
188711,30471.27
188712,62190.02
188713,36617.17
188714,23819.61
188715,39669.31
188716,79514.97
188717,12229.36
188718,20588.4
188719,43088.89
188720,17429.0
188721,76962.28
188722,60759.73
188723,23865.34
188724,31743.25
188725,12437.43
188726,44731.17
188727,12822.73
188728,61463.84
188729,20428.8
188730,75059.51
188731,68587.89
188732,38645.52
188733,19631.4
188734,17016.43
188735,10716.35
188736,15537.29
188737,93266.71
188738,82864.85
188739,53514.34
188740,90070.41
188741,43316.98
188742,25603.07
188743,32060.1
188744,85288.82
188745,70398.04
188746,37354.97
188747,36184.06
188748,29631.24
188749,64962.23
188750,10720.96
188751,50306.88
188752,99245.7
188753,11973.64
188754,52033.7
188755,72067.84
188756,34017.01
188757,24800.2
188758,11995.69
188759,17309.72
188760,17058.48
188761,40407.58
188762,53936.48
188763,33588.72
188764,14756.25
188765,62580.1
188766,36919.95
188767,13052.86
188768,34936.12
188769,73476.49
188770,48784.21
188771,14091.73
188772,10634.13
188773,45215.54
188774,52381.18
188775,49083.73
188776,12712.45
188777,28846.81
188778,25314.97
188779,76128.46
188780,62706.66
188781,93213.66
188782,16830.8
188783,18796.09
188784,46313.77
188785,33670.14
188786,36181.86
188787,11280.6
188788,27415.01
188789,54070.65
188790,14692.41
188791,10646.43
188792,77572.08
188793,25357.08
188794,14109.93
188795,51080.4
188796,27957.35
188797,91326.14
188798,23136.52
188799,17951.01
188800,55062.38
188801,46246.66
188802,30105.99
188803,94143.95
188804,11886.62
188805,14125.49
188806,88832.05
188807,44640.41
188808,65804.07
188809,35976.32
188810,22339.8
188811,59991.39
188812,24064.78
188813,13148.1
188814,43972.65
188815,16426.7
188816,45476.36
188817,33752.37
188818,38045.88
188819,44427.56
188820,55504.53
188821,33646.33
188822,19794.1
188823,45418.88
188824,11133.33
188825,24693.09
188826,10838.19
188827,39688.79
188828,27481.99
188829,17270.03
188830,61458.83
188831,68209.38
188832,11780.72
188833,26863.71
188834,29179.74
188835,22893.99
188836,48442.41
188837,47452.55
188838,23468.44
188839,17507.36
188840,28862.65
188841,72595.94
188842,14968.48
188843,63394.52
188844,38883.7
188845,24990.42
188846,35905.5
188847,66629.39
188848,17085.24
188849,30119.33
188850,71113.43
188851,117194.15
188852,81909.82
188853,15930.92
188854,20557.75
188855,63059.38
188856,145322.27
188857,95948.53
188858,53305.82
188859,46940.46
188860,10944.39
188861,38508.4
188862,108723.86
188863,28323.17
188864,28505.11
188865,32806.39
188866,47761.23
188867,14957.17
188868,148964.92
188869,28403.33
188870,10999.49
188871,12639.91
188872,40386.85
188873,48005.23
188874,39303.0
188875,18004.66
188876,31241.71
188877,52690.52
188878,77026.03
188879,101664.59
188880,44957.13
188881,14910.87
188882,54410.94
188883,34336.94
188884,93968.34
188885,40470.31
188886,50627.11
188887,115819.19
188888,138081.45
188889,59024.73
188890,20314.57
188891,40682.93
188892,50802.36
188893,117779.52
188894,12101.49
188895,24539.53
188896,32828.97
188897,18825.97
188898,12717.67
188899,178641.06
188900,10673.47
188901,12884.18
188902,86110.23
188903,64554.02
