id,price
188533,17142.076666666668
188534,83489.03
188535,57239.496666666666
188536,32665.55
188537,29294.533333333336
188538,18270.15
188539,11983.03
188540,48869.39333333333
188541,82945.48666666666
188542,30481.123333333333
188543,28252.440000000002
188544,11588.416666666666
188545,50347.37333333333
188546,116143.11
188547,16850.92
188548,124244.94333333331
188549,21787.27
188550,11017.853333333333
188551,92569.28000000001
188552,60808.77333333334
188553,68116.01333333332
188554,21699.166666666668
188555,43896.24
188556,19634.213333333333
188557,22513.34
188558,91407.69666666666
188559,31324.596666666668
188560,13959.453333333333
188561,79660.68666666668
188562,27068.66333333333
188563,95870.66333333333
188564,58366.73333333334
188565,49860.09333333333
188566,32281.623333333333
188567,14954.76
188568,50391.77333333334
188569,26872.74
188570,17137.146666666667
188571,37292.32
188572,104523.07666666666
188573,23522.956666666665
188574,34594.23333333333
188575,43997.880000000005
188576,33702.496666666666
188577,12604.029999999999
188578,34294.443333333336
188579,49097.75666666666
188580,43628.18666666667
188581,96923.22000000002
188582,26850.503333333338
188583,101470.81666666667
188584,34500.119999999995
188585,37962.793333333335
188586,32533.653333333332
188587,58434.30333333334
188588,25525.083333333332
188589,16739.85
188590,22962.656666666666
188591,28732.36333333333
188592,37699.456666666665
188593,34717.49
188594,70396.34999999999
188595,29248.866666666665
188596,72248.83666666666
188597,30852.403333333332
188598,26967.313333333335
188599,14888.393333333333
188600,57213.31333333333
188601,58207.64666666667
188602,36049.69333333333
188603,141854.37
188604,11502.226666666667
188605,46206.92333333334
188606,37233.89333333333
188607,66491.63333333333
188608,16280.583333333334
188609,54263.44333333333
188610,44050.80000000001
188611,20994.306666666667
188612,75648.64666666667
188613,22722.01
188614,18498.079999999998
188615,33254.61666666667
188616,80379.07666666668
188617,45260.03
188618,23193.103333333333
188619,83715.77666666667
188620,18153.373333333333
188621,24244.876666666663
188622,103555.73
188623,62292.67333333333
188624,43370.829999999994
188625,30765.72333333333
188626,17198.44
188627,117344.90000000001
188628,87187.33333333333
188629,23900.75
188630,28828.17
188631,61698.69
188632,56863.54666666666
188633,64277.93666666667
188634,10651.83
188635,30890.023333333334
188636,54075.503333333334
188637,11496.31
188638,33772.64666666667
188639,25203.606666666663
188640,12361.150000000001
188641,26628.47
188642,14129.043333333333
188643,99274.26666666666
188644,96785.78333333333
188645,56276.84333333333
188646,11625.636666666667
188647,21439.0
188648,29818.663333333334
188649,41641.74
188650,102507.17666666665
188651,53339.88
188652,61819.276666666665
188653,78997.96
188654,12748.503333333332
188655,17564.059999999998
188656,29080.443333333333
188657,36867.700000000004
188658,11007.873333333331
188659,58687.10999999999
188660,11468.856666666667
188661,89854.59333333334
188662,11424.786666666667
188663,17342.533333333333
188664,85697.70666666667
188665,141587.90333333332
188666,28427.663333333334
188667,11645.776666666667
188668,16083.356666666667
188669,27394.376666666667
188670,64253.619999999995
188671,22857.996666666662
188672,20953.649999999998
188673,64643.59333333333
188674,14200.893333333333
188675,31136.683333333334
188676,45635.006666666675
188677,10547.193333333335
188678,35648.9
188679,35428.13999999999
188680,63502.39666666667
188681,14179.590000000002
188682,14436.21
188683,15742.463333333333
188684,69831.51333333332
188685,48514.64333333333
188686,105560.70666666667
188687,22887.36333333333
188688,38317.99333333334
188689,12176.086666666668
188690,34867.40666666667
188691,47627.036666666674
188692,34080.22666666666
188693,12583.623333333331
188694,14937.506666666666
188695,20938.353333333333
188696,77104.25333333334
188697,31299.41
188698,14033.51
188699,61115.193333333336
188700,130003.52333333333
188701,33961.043333333335
188702,14192.99
188703,91851.00666666667
188704,54234.51666666666
188705,24654.203333333335
188706,99001.94
188707,13235.279999999999
188708,17410.319999999996
188709,13019.903333333335
188710,21986.36
188711,30124.666666666668
188712,58776.32666666666
188713,34059.21333333333
188714,23487.793333333335
188715,39014.93333333333
188716,77130.66666666667
188717,11587.353333333333
188718,19589.436666666665
188719,42262.96666666667
188720,17199.343333333334
188721,74053.70333333332
188722,59866.33666666667
188723,23419.5
