id,price
188533,17142.096919903717
188534,83487.31956060667
188535,57239.96150571583
188536,32666.8427523075
188537,29294.548565220735
188538,18270.217095983226
188539,11982.996235124705
188540,48869.856916440716
188541,82944.07214984427
188542,30481.089925888304
188543,28253.04002094679
188544,11588.34965328189
188545,50346.52911173486
188546,116144.24890275855
188547,16850.988238014652
188548,124243.98277214299
188549,21787.131301508383
188550,11017.776279767986
188551,92568.10963956518
188552,60808.27064294504
188553,68116.09086782392
188554,21699.12981727375
188555,43896.4175134408
188556,19634.06853186709
188557,22513.401455518913
188558,91408.88625761394
188559,31325.350929144155
188560,13959.49013265172
188561,79660.7923895528
188562,27068.95034609613
188563,95870.81435884631
188564,58365.93155598452
188565,49858.93144383838
188566,32282.099698285518
188567,14954.919909937278
188568,50391.05299285375
188569,26872.83733605558
188570,17137.08256927392
188571,37292.634449914854
188572,104524.3029197383
188573,23523.00960347727
188574,34594.38456173806
188575,43997.600361531164
188576,33702.48611081745
188577,12603.979593563337
188578,34294.32805212693
188579,49097.76132457189
188580,43627.99008305169
188581,96923.45970107679
188582,26850.658154627574
188583,101470.44032237606
188584,34499.54372329178
188585,37962.851443329
188586,32533.99416044343
188587,58433.67092568887
188588,25525.140704412923
188589,16739.753436852265
188590,22962.56256175096
188591,28732.515851393862
188592,37699.472515034795
188593,34719.119402470154
188594,70396.3208060228
188595,29249.101584295626
188596,72245.05154117987
188597,30852.53799032234
188598,26967.277578506368
188599,14888.410596046097
188600,57213.58761268249
188601,58207.538696790696
188602,36049.911676863565
188603,141857.06371648738
188604,11502.163015620541
188605,46206.41441717975
188606,37234.219823550964
188607,66490.39093657817
188608,16280.602170156542
188609,54263.409287296934
188610,44050.873989068146
188611,20994.50866101647
188612,75648.37874697395
188613,22721.97619429181
188614,18498.288765244666
188615,33254.584110458956
188616,80379.8629899973
188617,45259.723530690935
188618,23193.215056419573
188619,83716.49912279002
188620,18153.98533424759
188621,24244.99746980776
188622,103555.25777419528
188623,62291.96466603499
188624,43371.2698391951
188625,30766.226159416445
188626,17198.18643035158
188627,117345.95214978581
188628,87186.72867154531
188629,23901.03985403
188630,28829.872837939783
188631,61699.493910371566
188632,56863.56194397405
188633,64276.33199117068
188634,10651.757439548184
188635,30890.970140798283
188636,54076.32812722937
188637,11496.311108225795
188638,33773.00306752314
188639,25203.766441455147
188640,12361.209489322091
188641,26628.575469843123
188642,14129.09994917329
188643,99274.1945077292
188644,96785.09557169025
188645,56276.881379203405
188646,11625.485267360325
188647,21439.189186280713
188648,29818.916616550137
188649,41640.988198584266
188650,102507.82261270951
188651,53339.78039834358
188652,61819.733276539635
188653,78997.36098477687
188654,12748.381087221807
188655,17564.165244803287
188656,29080.44935426248
188657,36868.01848271219
188658,11007.843970239594
188659,58688.595650252515
188660,11468.856803342336
188661,89854.64352752095
188662,11424.814656617074
188663,17342.54668114124
188664,85696.9622769223
188665,141588.56870164047
188666,28427.78351413103
188667,11645.903803977315
188668,16083.520307934841
188669,27394.207788304593
188670,64254.06099429913
188671,22857.986504930013
188672,20953.70119185337
188673,64644.120386619084
188674,14200.785167114618
188675,31137.108436570954
188676,45635.003197480706
188677,10547.156836780921
188678,35648.87761036424
188679,35428.36452944315
188680,63503.77068054866
188681,14179.491809440964
188682,14436.287499425354
188683,15742.328242722882
188684,69831.91263047556
188685,48514.22471925938
188686,105559.86662763578
