id,price
188533,17012.18
188534,82359.84
188535,56730.41
188536,31222.65
188537,29265.5
188538,18767.07
188539,11732.51
188540,48447.55
188541,81827.88
188542,30409.9
188543,27932.57
188544,11092.43
188545,51348.23
188546,115236.59
188547,16733.0
188548,124774.83
188549,21371.8
188550,10830.47
188551,91643.13
188552,60890.41
188553,68218.86
188554,20985.51
188555,43909.32
188556,19214.07
188557,22016.61
188558,90429.23
188559,30857.44
188560,13884.79
188561,79579.38
188562,26858.26
188563,96308.12
188564,58076.32
188565,51107.08
188566,32357.93
188567,15124.35
188568,51252.16
188569,26156.56
188570,16830.14
188571,37293.43
188572,103583.56
188573,23510.35
188574,34438.84
188575,44192.45
188576,33706.57
188577,12258.25
188578,34194.51
188579,48619.71
188580,43266.08
188581,97086.46
188582,26940.99
188583,100414.27
188584,34189.21
188585,38016.78
188586,32995.34
188587,57594.66
188588,25543.48
188589,16364.25
188590,21809.38
188591,28885.09
188592,37813.44
188593,32918.03
188594,70368.95
188595,29197.98
188596,76019.34
188597,31072.11
188598,26669.89
188599,14819.21
188600,57519.19
188601,58215.03
188602,36142.67
188603,139492.83
188604,11285.58
188605,45536.23
188606,37689.48
188607,67709.09
188608,16009.0
188609,54385.7
188610,44088.05
188611,20967.15
188612,75639.05
188613,22368.72
188614,18689.64
188615,33044.18
188616,81869.28
188617,44031.26
188618,23149.72
188619,83336.35
188620,17751.94
188621,24397.23
188622,103993.16
188623,62669.02
188624,42848.74
188625,30560.2
188626,17251.02
188627,118371.31
188628,87251.25
188629,24143.16
188630,26829.55
188631,61262.58
188632,56851.64
188633,63611.76
188634,10414.27
188635,30639.0
188636,53309.53
188637,11186.54
188638,34193.71
188639,25131.42
188640,12324.54
188641,26615.46
188642,13985.98
188643,100211.44
188644,97031.45
188645,56286.34
188646,11272.93
188647,21289.77
188648,29840.14
188649,42553.91
188650,102317.54
188651,53208.3
188652,61536.52
188653,79069.96
188654,12198.16
188655,17543.83
188656,28790.93
188657,36806.68
188658,10764.75
188659,57429.02
188660,11152.81
188661,90411.3
188662,11293.27
188663,17381.42
188664,85929.52
188665,145124.98
188666,28537.34
188667,11798.48
188668,16054.92
188669,26498.45
188670,64125.73
188671,22969.32
188672,20887.98
188673,64780.6
188674,14099.07
188675,31103.66
188676,45278.41
188677,10193.1
188678,35164.98
188679,35398.84
188680,63171.48
188681,13706.45
188682,14540.16
188683,14564.84
188684,69735.2
188685,48493.14
188686,106123.8
188687,23035.03
188688,38444.43
188689,12091.82
188690,35086.87
188691,45877.51
188692,34051.34
188693,12099.46
188694,14638.51
188695,20979.41
188696,76051.76
188697,30538.64
188698,13875.97
188699,61269.61
188700,128353.16
188701,33930.44
188702,14540.08
188703,92768.09
188704,53738.12
188705,24561.04
188706,97108.45
188707,13471.28
188708,17723.95
188709,12802.18
188710,21897.56
188711,30270.5
188712,57756.58
188713,33078.86
188714,23448.78
188715,38761.38
188716,76140.61
188717,11353.39
188718,19278.01
188719,42481.41
188720,17146.54
188721,76359.24
188722,59772.59
188723,23816.25
188724,31636.67
188725,12212.53
188726,44202.05
188727,12708.17
188728,58091.31
188729,17655.78
188730,63715.42
188731,64982.43
188732,38259.41
188733,17975.64
188734,16240.11
188735,9431.08
188736,13196.69
188737,89963.59
188738,79988.08
188739,53195.56
188740,87658.92
188741,42764.39
188742,24848.07
188743,31615.55
188744,83259.66
188745,69539.18
188746,36491.76
188747,35201.42
188748,24711.31
188749,62115.98
